,ID,city,activity_name,activity_description,primary_classification,primary_score,secondary_classification,secondary_score,population,latitude,longitude
441,441,"Icod de los Vinos, Spain",¡Ven y Disfruta de un Día Inolvidable en Calle San Agustín!,"???? Zona Verde Creativa
???? ¡Conviértete en un héroe del medio ambiente! Participa en talleres sostenibles para todas las edades:
???? Crea un jardín vertical
???? Haz bombas de semillas y ayuda a reforestar 
???? Jugando con la Sostenibilidad: actividades divertidas para aprender sobre el cuidado del planeta

???? Zona de Inclusión y Bienestar:
???? Talleres para mayores, niños y personas con diversidad funcional. ¡Porque todos somos parte de la comunidad!
???? Rincón Zen:
Disfruta de diferentes sesiones de Yoga para todas las edades: acroyoga en familia, yoga coreográfico y Yin Yang yoga. ¡Relájate y encuentra tu equilibrio!
???? La Esquina de la Diversión:
Música en vivo ????, cuentacuentos, pintacaras y juegos para los más pequeños.
disfrutar de una jornada repleta de actividades para toda la familia",Car-Free Day,0.2441629618406295,,,23316,28.36773795172814,-16.719432654275504
442,442,"Icod de los Vinos, Spain",Ruta Astronómica :???? ¡Explora el Patrimonio y las Estrellas en Icod de los Vinos!,"Ruta Astronómica que combina un fascinante recorrido por el patrimonio cultural de Icod de los Vinos y una mágica observación del cielo nocturno en el impresionante Parque del DragoPrimera Parte: Paseo guiado por los monumentos y lugares históricos más emblemáticos de Icod, de la mano de Sergio León, experto en patrimonio cultural.
???? Segunda Parte: Finalizamos con una observación estelar, guiada por Vicente Ledesma, guía Starlight, que te mostrará las constelaciones y planetas más destacados del firmamento.",Cultural/Sporting Event,0.3909100294113159,Walking Tour,0.9643639922142028,23316,28.36773795172814,-16.719432654275504
443,443,"Igualada, Spain",Seguretat viària,No description available,Road Safety Workshop,0.511920690536499,Drivers,0.5019497275352478,41287,41.5847817,1.6226538
444,444,"Igualada, Spain",Activitat per coneixer el transport públic,No description available,Conference,0.2844593226909637,General Audience,0.5358753204345703,41287,41.5847817,1.6226538
445,445,"Irun, Spain",MARCHA CICLISTA,No description available,Cultural/Sporting Event,0.6624560356140137,Cycling Event,0.9859482049942015,61300,43.3380969,-1.7888483
446,446,"Isòvol, Spain",Mou-te i coneix!,Caminada i bicicletada cultural i esportiva pel municipi d'Isòvol.,Cultural/Sporting Event,0.8243806958198547,Cycling Event,0.8327093124389648,338,42.378096,1.8176639
447,447,"Ivars d'Urgell, Spain",Promoció de l'ús de la bicicleta per anar a l'escola,No description available,Cultural/Sporting Event,0.3629826009273529,Cycling Event,0.7618280053138733,1557,41.6804785,0.9880418999999848
448,448,"Jaca, Spain",Formación de docentes para fomentar el uso de la bicicleta en los centros educativos,Actividad de formación dentro del programa educativo Aula en Bici,Cultural/Sporting Event,0.6218792796134949,Cycling Event,0.4850147068500519,13437,42.5717166,-0.5470554
449,449,"Jerez de la Frontera, Spain",Visita al CENTRO DE CONTROL DE TRÁFICO,"Visita de varias asociaciones de vecinos de nuestra ciudad al Centro de Control de Tráfico. Podrán conocer y visualizar la ciudad desde otro punto de vista. Durante la visita se darán de forma trasversal nociones básicas de educación vial , seguridad vial y fomentar la movilidad sostenible en la ciudad.
VISITAS CONCERTADAS:
    • 10. 30 horas: Federación Local  de Asociaciones de Vecinos “Solidaridad”. 
    • 11.30 horas Federación de Asociaciones ""La Plazoleta 2.0""
    • 12.30 horas Federación Asociaciones de Vecinos ""Jerez Urbano y Rural""
    • 13.30 horas Federación Coordinadora ""Zona sur Existe""",Conference,0.419644147157669,General Audience,0.6250678896903992,210800,36.6850064,-6.1260744
450,450,"Jerez de la Frontera, Spain",DÍA DE LA MOVILIDAD ALTERNATIVA (La Ciudad Sin Mi Coche),"Se cortarán al tráfico las calles Barja, Santa Clara, Berrocala y Plaza de San Miguel (zona centro de la ciudad). En Plaza de San Miguel se realizan talleres de actividades educativas, lúdicas y deportivas con alumnos de centros escolares. Se conocerán las ventajas de una movilidad sostenible y amable con el medio ambiente, con desplazamientos a pie, transporte público, bicicleta... y las desventajas del uso de vehículos a motor.",Car-Free Day,0.8760383129119873,,,210800,36.6850064,-6.1260744
451,451,"Jerez de la Frontera, Spain",EXPOSICIÓN DE VEHÍCULOS ELÉCTRICOS,"En el Centro Comercial ""Luz Shopping"" se organizará una exposición de vehículos 100% eléctricos. Se podrán conocer todas las novedades de la movilidad ecológica y sostenible  existente en el mercado actual y proyectos futuros a corto plazo.",Exhibition,0.7334347367286682,,,210800,36.6850064,-6.1260744
452,452,"Jerez de la Frontera, Spain",AUTOBUSES URBANOS Y DE PEDANÍAS GRATIS,"Todos los autobuses urbanos y de pedanías de la ciudad serán gratuitos. Se dará la oportunidad a los ciudadanos de conocer las líneas existentes y de disfrutar de un medio de transporte cómodo, ecológico y sostenible.",Exhibition,0.4149642586708069,,,210800,36.6850064,-6.1260744
453,453,"Jerez de la Frontera, Spain",VISITA AL MUSEO DE LOLA FLORES,A partir de las 10:30 horas: se organizarán visitas al Museo de Lola Flores para colectivos de personas con movilidad reducida. Podrán conocer un lugar  sin barreras arquitectónicas y accesibles para todas las personas interesadas.,Cultural/Sporting Event,0.4424213171005249,Walking Tour,0.8590821027755737,210800,36.6850064,-6.1260744
454,454,"Jerez de la Frontera, Spain",VISITA  AL ZOO BOTÁNICO DE JEREZ,A partir de las 10:30 horas: se organizarán visitas al Zoo Botánico de Jerez para colectivos de personas con movilidad reducida. Podrán conocer un lugar  sin barreras arquitectónicas y accesibles para todas las personas interesadas.,Cultural/Sporting Event,0.4046295881271362,Walking Tour,0.8909351825714111,210800,36.6850064,-6.1260744
455,455,"Jerez de la Frontera, Spain",VISITA AL MUSEO ARQUEOLÓGICO DE JEREZ,A partir de las 10:30 horas: se organizarán visitas al Museo Arqueológico de jerez para personas con movilidad reducida. Podrán conocer un lugar  sin barreras arquitectónicas y accesibles para todas las personas interesadas.,Cultural/Sporting Event,0.507694661617279,Walking Tour,0.835750162601471,210800,36.6850064,-6.1260744
456,456,"Jerez de la Frontera, Spain",PRESENTACIÓN DEL INICIO DE LA VÍA VERDE DE JEREZ,Se  presentará ante los medios de comunicación el inicio del proyecto de la Vía Verde que partirá desde nuestra ciudad.,Infrastructure Inauguration,0.3548883199691772,,,210800,36.6850064,-6.1260744
457,457,"Jerez de la Frontera, Spain",VISITA BODEGAS GONZÁLEZ BYASS,A partir de las 10:30 horas: se organizarán visitas a Bodegas González Byass para personas con movilidad reducida. Podrán conocer un lugar  sin barreras arquitectónicas y accesibles para todas las personas interesadas.,Cultural/Sporting Event,0.3346413373947143,Walking Tour,0.8248624801635742,210800,36.6850064,-6.1260744
458,458,"Jerez de la Frontera, Spain","FIESTAS DE LA BICICLETA ""BICI-AMISTAD""","Se organizará un paseo en bicicleta por gran parte de la ciudad, con un recorrido de 8'5 km, adaptado a todas la edades y condiciones físicas. 
Al finalizar el paseo, se celebrará la Fiesta de la Movilidad en Parque Atocha, donde se podrá disfrutar de talleres, juegos populares y una convivencia entre los participantes.
Se pretende dar a conocer las ventajas y disfrutes de una movilidad en bicicleta por la ciudad, de forma cómoda y saludable.",Cultural/Sporting Event,0.6062066555023193,Cycling Event,0.911879301071167,210800,36.6850064,-6.1260744
459,459,"Jumilla, Spain",photocall campaña,"Se va a instalar un photocall en el Paseo Poeta Lorenzo Guardiola desde el lunes 16 hasta el domingo 22 de septiembre, para que los jumillanos puedan participar en la campaña. La participación consistirá en hacerse una foto en ese photocall y compartirla de forma pública en redes sociales, utilizando el hashtag #JumillaSeMueve2024 y etiquetando al Ayuntamiento de Jumilla en Facebook o Instagram. Este photocall se situará en la parte final del Paseo Lorenzo Guardiola, ya que es una zona video vigilada para evitar, en la medida de lo posible, los actos vandálicos.",Cultural/Sporting Event,0.558965802192688,Cycling Event,0.4637880623340606,25362,38.4763532,-1.3221865000000437
460,460,"Jumilla, Spain",Marcha sostenible contra el cáncer,El jueves 19 se realizará una marcha caminando en colaboración con la Asociación Española Contra el Cáncer de Jumilla con salida y llegada en el Paseo Poeta Lorenzo Guardiola y donde los asistentes tendrán de regalo una botella para el agua reciclable,Cultural/Sporting Event,0.5179522633552551,Walking Tour,0.578639566898346,25362,38.4763532,-1.3221865000000437
461,461,"Jumilla, Spain",Marcha Cicloturista Jumilla se Mueve,"El día grande será el domingo 22, con la Marcha Cicloturista Jumilla se Mueve, que se realizará por las calles de la localidad con bicicleta, patines, patinetes, monopatín o caminando, también con salida y llegada en el Paseo Lorenzo Guardiola. A todos los asistentes se les entregará una camiseta de regalo y, al finalizar la marcha, habrá un avituallamiento para los participantes. Además, para las personas que no quieran asistir a la marcha, durante ese tiempo se dará una clase de Zumba en el lugar de salida a las 10:30 horas.
Esa misma mañana, del sábado 21 de septiembre, se sorteará una bicicleta, dos patinetes y un casco ciclista entre todas aquellas personas que hayan participado en la marcha cicloturista y hayan participado en los sorteos publicando la foto usando el hashtag #JumillaSeMueve2024 y etiquetando al Ayuntamiento de Jumilla en sus perfiles sociales públicos.",Cultural/Sporting Event,0.755725085735321,Cycling Event,0.9816041588783264,25362,38.4763532,-1.3221865000000437
462,462,"Jumilla, Spain",noticia,"https://jumilla.org/noticia.asp?cat=10278

https://www.facebook.com/AyuntamientodeJumilla/posts/pfbid0Wa2gB6iAJMTi7euEeUJc6zV6NYtVY7gjfTSceFstP1fWmoNqCRGroZFCBTZmYy88l?notif_id=1727020817238456&notif_t=mention&ref=notif

https://www.facebook.com/AyuntamientodeJumilla/posts/pfbid037WRU5cZJc3YF8yTEyxxV5A9sgzeFpADkcMs7nivvra9kwCZoXWsU3Z1Q34HtvoEPl?notif_id=1726772462679294&notif_t=mention&ref=notif",Cultural/Sporting Event,0.4319935739040375,Walking Tour,0.4701772332191467,25362,38.4763532,-1.3221865000000437
463,463,"L'Albi, Spain",Dia sense cotxes,"Fomentar que tots els veïns es desplacin caminant, amb bicicleta, patinet, etc",Car-Free Day,0.4955659210681915,,,799,41.4230658,0.9360877
464,464,"L'Albiol, Spain",caminada,es farà una caminada oberta a tothom  diumenge al matí pel terme de l'Albiol,Cultural/Sporting Event,0.6632760167121887,Walking Tour,0.9438238143920898,530,41.2520305,1.0896013999999925
465,465,"L'Alcúdia, Spain",CONCURSO FOTOGRAFIA,No description available,Cultural/Sporting Event,0.3439260423183441,Walking Tour,0.4445959329605102,12203,39.1974843,-0.504520599999978
466,466,"L'Alcúdia, Spain",AL COLEGIO EN BICI,No description available,Cultural/Sporting Event,0.3728300333023071,Cycling Event,0.8679532408714294,12203,39.1974843,-0.504520599999978
467,467,"L'Alcúdia, Spain",ALUMNOS DE SEXTO PRIMARIA ACTUARAN COMO AGENTES DE TRÁFICO,No description available,Cultural/Sporting Event,0.2868750393390655,Walking Tour,0.4667577445507049,12203,39.1974843,-0.504520599999978
468,468,"L'Alcúdia, Spain",VUELTA EN BICICLETA,No description available,Cultural/Sporting Event,0.353397786617279,Cycling Event,0.8446676731109619,12203,39.1974843,-0.504520599999978
469,469,"L'Alcúdia, Spain",DIA SIN COCHES,No description available,Car-Free Day,0.6153578162193298,,,12203,39.1974843,-0.504520599999978
470,470,"L'Aldea, Spain",Xarrada conscienciació sobre la circulació mobilitat segura i sostenible escola 21 d'abril,Xarrada conscienciació sobre la circulació mobilitat segura i sostenible escola 21 d'abril,Cultural/Sporting Event,0.3632373213768005,Walking Tour,0.5409364700317383,4200,40.7455735,0.6186663
471,471,"L'Aldea, Spain",Xarrada conscienciació sobre la circulació mobilitat segura i sostenible escola Maria Garcia Cabanes,Xarrada conscienciació sobre la circulació mobilitat segura i sostenible escola Maria Garcia Cabanes,Cultural/Sporting Event,0.4192563593387604,Walking Tour,0.5540469288825989,4200,40.7455735,0.6186663
472,472,"L'Aldea, Spain",Bicicletada escoles pels traçats dels carrils bici i via verda del municipi,Bicicletada escoles pels traçats dels carrils bici i via verda del municipi,Cultural/Sporting Event,0.3589660823345184,Cycling Event,0.8472393155097961,4200,40.7455735,0.6186663
473,473,"L'Hospitalet de Llobregat, Spain",La Baixcicletada 2024,Paseo lúdico y familiar en bicicleta por 12 municipios del Baix llobregat,Cultural/Sporting Event,0.5845756530761719,Cycling Event,0.9712108373641968,266000,41.3661865,2.1164942
474,474,"La Algaba, Spain",AL COLE CAMINANDO,"Este año y por primera vez La Algaba participa de manera activa en es las Mobility Actions, con una actividad relacionada con la movilidad sostenible y es intentar que el día 18 de septiembre, todo el alumnado de los CEIP acudan a clase caminado o en bicicleta, como forma de concienciar sobre el beneficio individual y colectivo del cambio de comportamiento a la hora de elegir un modo de transporte sostenible. 
Ese día además los accesos a los coles estarán restrigidos a los vehículos a motor, para facilitar la llegada del alumnado que lo hace a pie, trabajaremos los días previos con la dirección de los centros y con las AMPAS para que colaboren en esta acción. Se repartiran una pegatinas con la fecha y la imagen de la campaña.",Cultural/Sporting Event,0.4773649275302887,Cycling Event,0.7924010753631592,17000,37.4587461,-6.013631699999999
475,475,"La Bisbal d'Emporda, Spain",Xerrada sobre mobilitat sostenible,Xerrada sobre les avantatges ambientals de la mobilitat elèctrica.,Exhibition,0.3417571783065796,,,10793,41.9586483,3.0397887
476,476,"La Bisbal de Falset, Spain",Caminada,Caminada per recollir deixalles,Cultural/Sporting Event,0.7092621922492981,Walking Tour,0.9578273892402648,250,41.28063789999999,0.7225467000000001
477,477,"La Fatarella, Spain",Caminada per l'entorn de la Fatarella,Lloc: Sortida des de la Plaça Major.,Cultural/Sporting Event,0.6146359443664551,Walking Tour,0.8698561787605286,1056,41.1621105,0.4736798
478,478,"La Garriga, Spain",Pedalada de contes,Itinerari per la Garriga en bicicleta i parades per explicar contes,Cultural/Sporting Event,0.5713258385658264,Cycling Event,0.9240819215774536,17700,41.6801283,2.2832354
479,479,"La Granada, Spain",PENDENT DE DETALLAR,PENDENT DE DETALLAR,Conference,0.4736685752868652,Professionals/Policymakers,0.5554775595664978,1976,41.3758318,1.7222535
480,480,"La Granja d'Escarp, Spain",Sortida en bicicleta,Sortida en bicicleta pel poble i l'entorn natural de La Granja d'Escarp amb col·laboració amb el Club Ciclista Local,Cultural/Sporting Event,0.6673630475997925,Cycling Event,0.9885226488113404,967,41.4188099,0.3530666000000337
481,481,"La Palma d'Ebre, Spain",Caminada popular,Caminada popular pel terme de la Palma d'Ebre,Exhibition,0.3899434506893158,,,341,41.28333019999999,0.6660391
482,482,"La Pobla de Lillet, Spain",activitats sobre rodes a l'escola,Activitats sobre rodes a les escoles dins horari lectiu i en entrades i sortides,Cultural/Sporting Event,0.632034420967102,Walking Tour,0.568478524684906,1340,42.2445647,1.9753087999999932
483,483,"La Roda de Andalucía, Spain",Ruta senderista,Ruta senderista por la Vía Verde del pueblo.,Exhibition,0.4206071496009826,,,4100,37.2013385,-4.778637799999999
484,484,"La Roda de Andalucía, Spain",Carrera de cintas en bicicleta,"Carrera de cintas en bicicleta, dirigida para los niños",Cultural/Sporting Event,0.6721997857093811,Cycling Event,0.8401157855987549,4100,37.2013385,-4.778637799999999
485,485,"La Roda de Andalucía, Spain",Ruta en bicicleta,"Ruta por los alrededores del pueblo, dirigida para todas las edades",Cultural/Sporting Event,0.5662091374397278,Cycling Event,0.9882519841194152,4100,37.2013385,-4.778637799999999
486,486,"La Selva del Camp, Spain","Tallers a les escoles i institut, mobilitat segura i mobilitat en patinet",No description available,Conference,0.355817973613739,Children/Schools,0.6187707185745239,5800,41.2137005,1.1412993
487,487,"La Selva del Camp, Spain",Taller mobilitat segura amb bicicleta a les escoles i a l'institut,No description available,Cultural/Sporting Event,0.3119539320468902,Cycling Event,0.4098892211914062,5800,41.2137005,1.1412993
488,488,"La Seu d'Urgell, Spain",Caminada cultural i saludable a l'ermita de les Peces,Està previst dur a terme una caminada saludable fins a l'ermita de les Peces situada al municipi d'Alàs i Cerc. Aquesta ruta estarà guiada per l'historiador Carles Gascón i durant la caminada s'aniran explicant aspectes històrics de l'ermita i del seu entorn. Aquesta activitat s'organtiza en el marc de la Setmana de la Gent Gran que s'organitza des de l'àrea de la Gent Gran de  l'Ajuntament de la Seu d'Urgell,Cultural/Sporting Event,0.590632975101471,Walking Tour,0.9698689579963684,12468,42.3575784,1.4555525
489,489,"La Tallada d'Empordà, Spain",Inaguració de la Via Verda entre la Tallada i Tor,Estem pendents d'uns arrenjaments però en la mesura del possible es farà inaguració durant el mes de setembre. En cas que no es pugui fer es seguirà en la col·locació d'aparcabicicletes ara a l'entrada de la piscina.,Infrastructure Inauguration,0.621339738368988,,,482,42.0789179,3.0560877
490,490,"La Vall d'en Bas, Spain",ANADA A L'ESCOLA AMB BICICLETA,Activitat coordinada per l'AFA de l'Escola amb el suport de l'Àrea d'Educació de l'Ajuntament i la pròpia escola.,Cultural/Sporting Event,0.7933427691459656,Cycling Event,0.8969938158988953,2983,42.1116405,2.4406387000000223
491,491,"Lahiguera, Spain",CAPERUCITA CAMINA SOLA,ACERCAMIENTO ATRACTIVO Y MULTIDIMENSIONAL A LA MOVILIDAD SOSTENIBLE,Cultural/Sporting Event,0.3731858730316162,Walking Tour,0.8316184878349304,1588,37.9705003,-3.9916696
492,492,"Lahiguera, Spain",TALLER DE MOVILIDAD SOSTENIBLE,No description available,Conference,0.4200295209884643,General Audience,0.4320455193519592,1588,37.9705003,-3.9916696
493,493,"Las Palmas de Gran Canaria, Spain","SEMANA EUROPEA DE LA MOVILIDAD, LAS PALMAS DE GRAN CANARIA",No description available,Cultural/Sporting Event,0.5014059543609619,Walking Tour,0.5481178164482117,384000,28.126251174085613,-15.429284116485578
494,494,"Leganés, Spain",Ruta Escolar Ciclista,Ruta en bicicleta desde el centro escolar al Parque de Polvoranca con alumnos de 6º de Primaria de cuatro centros educativos diferentes. Una vez allí se realizarán actividades de movilidad sostenible. Con la colaboración del CEA Polvoranca - Bosque Sur,Cultural/Sporting Event,0.7415733933448792,Cycling Event,0.9842160940170288,187762,40.3319506,-3.7686545
495,495,"Leganés, Spain",Ponte en mi lugar,Itinerario peatonal con personas discapacitadas del CAMF Leganés IMSERSO acompañadas por Policía Local para analizar la accesibilidad en la ciudad,Cultural/Sporting Event,0.5682464241981506,Walking Tour,0.933990478515625,187762,40.3319506,-3.7686545
496,496,"Leganés, Spain",Entrevista AMPA CEIP. Gerardo Diego - BICIBÚS,"Entrevista a los promotores de la iniciativa BICIBÚS: Vamos en bicicleta al cole, implementada el pasado curso en el centro educativo",Cultural/Sporting Event,0.4587447643280029,Cycling Event,0.827258288860321,187762,40.3319506,-3.7686545
497,497,"Leganés, Spain",Ruta en bicicleta Intercampus UC3M,Paseo en bicicleta desde el campus UC3M de Leganés al de Getafe y visita a las instalaciones de la Fundación Fomento e Innovación Industrial en el parque tecnológico de Getafe.,Cultural/Sporting Event,0.6743283867835999,Cycling Event,0.9885869026184082,187762,40.3319506,-3.7686545
498,498,"Leganés, Spain",Bicibús - CEIP. Gerardo Diego,"Recorrido en bicicleta por carriles-bici en el entorno del parque de Valdegrullas con alumnos y padres del CEIP Gerando Diego. Con la colaboración del CEA Polvoranca - Bosque Sur""",Cultural/Sporting Event,0.4792124032974243,Cycling Event,0.9770675897598268,187762,40.3319506,-3.7686545
499,499,"Leganés, Spain",Jornada de puertas abiertas del PEV,Jornada de puertas abiertas del Parque de Educación Vial en colaboración con el CEA Polvoranca - Bosque Sur. Se realizarán prácticas y talleres relacionados con la movilidad sostenible dirigidas a menores con edades comprendidas entre los 5-12 años,Conference,0.5032451152801514,Children/Schools,0.9715704917907716,187762,40.3319506,-3.7686545
500,500,"Leganés, Spain",Taller básico de reparación de bicicletas,"Taller de aprendizaje básico para reparación de bicicletas, bicicletas eléctricas y patinetes. 
Con la colaboración de Fundación FEU-VERT",Conference,0.4489466845989227,General Audience,0.6269770860671997,187762,40.3319506,-3.7686545
501,501,"Leganés, Spain",Exhibición y muestra de vehículos eléctricos,"Muestra de diferentes vehículos sostenibles: VMP y bicicleta eléctrica. Ventajas en el ámbito urbano. 
Con la colaboración de Fundación FEU-VERT",Exhibition,0.6302530169487,,,187762,40.3319506,-3.7686545
502,502,"Leganés, Spain",Ruta en Bici Jóvenes por el Sur,"La actividad consiste en realizar una ruta en bicicleta uniendo diferentes municipios del sur de Madrid a través de Arco Verde y caminos tradicionales como las vías pecuarias, para encontrarnos con otros jóvenes de municipios del sur, en el parque forestal Bosque Sur y acabar la ruta en el Parque Polvoranca, donde realizaremos tras un picnic, alguna actividad o debate sobre de la movilidad en la zona sur metropolitana.",Cultural/Sporting Event,0.6875328421592712,Cycling Event,0.9957705736160278,187762,40.3319506,-3.7686545
503,503,"Leganés, Spain",Taller de Reparación y Mantenimiento de Bicis,"Si necesitas poner tu bici a punto, hemos preparado estos pequeños talleres gratuitos donde contarás con la ayuda de un/a mecánico/a para dejar tu bici perfecta para que la uses por Leganés o para que te apuntes a las próximas rutas que hemos preparado.",Cultural/Sporting Event,0.3290725946426391,Cycling Event,0.7618970274925232,187762,40.3319506,-3.7686545
504,504,"Leioa, Spain",Awareness campaign for the use of school roads,"An awareness campaign will be carried out regarding the use of school roads and children's rights, with the aim of increasing the autonomy of boys and girls. A video will be made with almost 300 children that aims to raise awareness among their parents about walking to school. In addition, a viral campaign will be carried out through posters throughout the town that invites people to respect and know the rights of children.",Conference,0.3858865797519684,General Audience,0.5797802805900574,32000,43.3267036,-2.990057
505,505,"Leioa, Spain",Walking at a pedestrian pace,"This year, 2024, the 20th pedestrian walk will be held. In this case, walking through the town will be related to children's rights.",Cultural/Sporting Event,0.6497032642364502,Walking Tour,0.9461906552314758,32000,43.3267036,-2.990057
506,506,"León, Spain",School campaign to promote urban public transport. ‘‘Tracking bus routes’’.,No description available,Cultural/Sporting Event,0.5257641077041626,Walking Tour,0.5570386052131653,120951,42.5987263,-5.567095900000027
507,507,"León, Spain",Visit to the Renewable Energy Demonstration Center.,No description available,Cultural/Sporting Event,0.3316487371921539,Walking Tour,0.6286353468894958,120951,42.5987263,-5.567095900000027
508,508,"León, Spain",Measurement of outdoor noise levels by the Green Patrol of the Local Police.,No description available,Cultural/Sporting Event,0.3532183170318603,Walking Tour,0.5083610415458679,120951,42.5987263,-5.567095900000027
509,509,"León, Spain","Demonstrative measurements on the emission of polluting gases, tune-up and tire pressure in vehicles, carried out by a mobile unit.",No description available,Cultural/Sporting Event,0.4557446837425232,Walking Tour,0.4528685510158539,120951,42.5987263,-5.567095900000027
510,510,"León, Spain","‘‘Chiquivolantes’’ (little steering wheel): car circuit and parking for children, to promote road safety.",No description available,Road Safety Workshop,0.4755014777183532,Schools,0.848132848739624,120951,42.5987263,-5.567095900000027
511,511,"León, Spain",Simulation of the effects of drugs and alcohol on driving.,No description available,Conference,0.3647716045379638,General Audience,0.547964334487915,120951,42.5987263,-5.567095900000027
512,512,"León, Spain",Free transportation on urban bus line 4 (Pinilla - El Crucero - Universidad).,No description available,Cultural/Sporting Event,0.4344069361686706,Walking Tour,0.5541953444480896,120951,42.5987263,-5.567095900000027
513,513,"León, Spain",School activity ‘‘Carbon Footprint of the municipality of León’’.,No description available,Cultural/Sporting Event,0.4680268764495849,Walking Tour,0.4562553465366363,120951,42.5987263,-5.567095900000027
514,514,"León, Spain",School visit to the Children's Traffic Park.,No description available,Cultural/Sporting Event,0.3666616678237915,Walking Tour,0.5595450401306152,120951,42.5987263,-5.567095900000027
515,515,"León, Spain",Practical bicycle repair and technical inspection workshop.,No description available,Conference,0.4617184102535248,General Audience,0.6454960703849792,120951,42.5987263,-5.567095900000027
516,516,"León, Spain",Activities at street level to enjoy urban public space for all citizens “XXL Games of the World’’.,No description available,Cultural/Sporting Event,0.8508589267730713,Walking Tour,0.541061520576477,120951,42.5987263,-5.567095900000027
517,517,"León, Spain",XXL wooden street games.,No description available,Cultural/Sporting Event,0.6671080589294434,Walking Tour,0.4061112999916076,120951,42.5987263,-5.567095900000027
518,518,"León, Spain",Free transportation on city buses throughout the day.,No description available,Cultural/Sporting Event,0.2921463251113891,Walking Tour,0.4377791285514831,120951,42.5987263,-5.567095900000027
519,519,"León, Spain","Bicycle contest. Three categories:  Homemade, recycled or modified bicycles.  Decked out bicycles. 	Disguised on the bicycle.",No description available,Cultural/Sporting Event,0.5872069001197815,Cycling Event,0.4321395456790924,120951,42.5987263,-5.567095900000027
520,520,"León, Spain",Cycle tour through the streets of the city. Gift raffle among participants.,No description available,Cultural/Sporting Event,0.5537919998168945,Cycling Event,0.921311378479004,120951,42.5987263,-5.567095900000027
521,521,"Les Avellanes i Santa Linya, Spain",Caminada per l'entorn del nostre municipi,Caminada per l'entorn del nostre municipi,Exhibition,0.4001306891441345,,,400,41.9366402,0.810357
522,522,"Les Borges Blanques, Spain",Dia de la bicicleta,Fem el dia de la bicicleta amb una pedalada d'un 4 km d'anada i tornada a l'Ermita de Sant Salvador amb una participació d'uns 250 ciclistes entre grans i petits.,Cultural/Sporting Event,0.7665228247642517,Cycling Event,0.984167218208313,6300,41.5223705,0.8735607000000001
523,523,"Les Franqueses del Vallès, Spain",Taller d'Alforges,Taller infantil d'alforges de cartró per posar a les bicicletes.,Conference,0.4558872282505035,General Audience,0.5793185234069824,20493,41.6266037346886,2.294351555169416
524,524,"Les Franqueses del Vallès, Spain",Circuit amb bici pel Passeig 1 d'Octubre,"Aprofitant el tall de la carretera de Ribes en el tram del Passeig 1 d'Octubre el dia sense cotxes, es farà un circuit infantil en bicicleta.",Car-Free Day,0.5617484450340271,,,20493,41.6266037346886,2.294351555169416
525,525,"Les Franqueses del Vallès, Spain",Taller reparació de bicicletes,"Aquesta activitat, dirigida a tots els públics, pretén ensenyar com de fàcil és fer el manteniment mínim d'una bicicleta.",Cultural/Sporting Event,0.4665885865688324,Walking Tour,0.5352407097816467,20493,41.6266037346886,2.294351555169416
526,526,"Les Franqueses del Vallès, Spain",Gimcana TRANSGRAN,"Dirigida al jovent, aquesta activitat tractarà de posar en contacte els joves del municipi amb el transport urbà municipal i intermunicipal de la conurbació de Granollers a través d'un recorregut per diferents línies de bus.",Cultural/Sporting Event,0.5404860973358154,Walking Tour,0.6374894976615906,20493,41.6266037346886,2.294351555169416
527,527,"Les Llosses, Spain",Caminada popular per la sostenibilitat,Caminada popular per la sostenibilitat pel municipi de les Llosses,Exhibition,0.3784965574741363,,,216,42.1504834,2.1158758
528,528,"Llagostera, Spain",Festa de la Mobilitat Sostenible,"Caminada i pedalada sostenible amb esmorzar per tots els participants, al arribar activitats familiars o espectacle.",Cultural/Sporting Event,0.6173312067985535,Cycling Event,0.7082772254943848,9700,41.8265546,2.8930242
529,529,"Llanars, Spain",CAMINADA,CAMINADA PER L'ENVELLIMENT ACTIU,Cultural/Sporting Event,0.8452568054199219,Walking Tour,0.966543972492218,535,42.3205278,2.3439807
530,530,"Llançà, Spain",Colors de tardor a l'Albera,Recorregut des de Valleta fins a l'ermita de St Silvestre a través de la riera de Valleta. Anirem passant entre vegetació amb fruits típics de tardor i fullatge caduc. Inici a l'antic nucli medieval de Valleta fins arribar a l'ermita romànica on podrem fer el tast. Pel camí gaudirem de la riera de Valleta on hi viuen amfibis i rèptils que es deixen veure amb cautela. El camí t'aïlla de l'entorn provocant desconnexió i serenor.,Cultural/Sporting Event,0.490485668182373,Walking Tour,0.6174649000167847,4905,42.36159310000001,3.1450291
531,531,"Lleida, Spain",Pedalada 2024,Pedalada pels carrers de Lleida.,Cultural/Sporting Event,0.5526250600814819,Cycling Event,0.9602639079093932,140000,41.6175899,0.6200146
532,532,"Lles de Cerdanya, Spain","Caminada popular ""Compartim l'espai públic!!!""",Cirucuit pels camins reals dels pobles del municipi de Lles de Cerdanya,Cultural/Sporting Event,0.5431286096572876,Walking Tour,0.8424586057662964,326,42.3909912,1.6873068
