Unnamed: 0,city,activity_name,activity_description,ID,prompt
379,"Gavà, Spain",Taller de aire y ruido,Jueves 19 entre las 16:00 y 19:30h tendrá lugar un taller de mesura de ruido y contaminación atmosférica en la Plaça de la Pagesia.,379,"This is an event called 'Air and noise workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Thursday 19, between 4:00 p.m. and 7:30 p.m.'"
380,"Gelida, Spain",Circuit amb bicis pels infants,"Farem un circuit pels infants a una pista esportiva on també trobaran bicicletes que deixarem nosaltres pels infants que no en tinguin.
També, afegirem unes taules amb colors i tissores, perquè puguin decorar dibuixos de bicicletes.",380,"This is an event called 'Bike circuit for children', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'We will make a circuit for children on a sports court where they will also find bicycles that we will leave for children who do not have them.
Also, we will add some tables with colors and tissors, so that they can decorate bicycle drawings.'"
381,"Getafe, Spain",AIRBUS CYCLING EVENT,No description available,381,"This is an event called 'AIRBUS CYCLING EVENT', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
382,"Getxo, Spain",Inspeccion tecnica de Bicicletas,"Para poder circular por la ciudad con total seguridad y tranquilidad hace falta que nuestra bicicleta esté a punto, este servicio pretende hacer una revisión de las bicicletas de los participantes e informarlos de su estado, posibles reparaciones, recomendaciones y en función de la demanda hacer también pequeñas reparaciones al momento. Se le da al participante un informe del diagnóstico",382,"This is an event called 'Bicycle Technical Inspect', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'To be able to circulate through the city with total security and tranquility, our bicycle is needed to be ready, this service intendssmall repairs at the time.The participant is given a diagnostic report'"
383,"Getxo, Spain",reparto de luces seguridad bicicleta,"Si se circula por la noche es obligatorio la utilización de una luz delantera de color blanco y una trasera de color rojo. Cuando el ciclista esté obligado a utilizar luces, en vías interurbanas está obligado a utilizar una prenda reflectante para ser vistos por los conductores.",383,"This is an event called 'Light distribution bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'If it circulates at night, the use of a white front light and a red rear is mandatory.When the cyclist is obliged to use lights, on interurban roads is obliged to use a reflective garment to be seen by the drivers.'"
384,"Getxo, Spain",aprendiendo a pedalear,Como en ediciones anteriores contaremos con espacio para que los mas mayores aprendan a andar en bicicleta. Con el objetivo de difundir el uso de la bicicleta entre los getxotarras se organizarán clases de aprendizaje dirigidas a enseñar a andar en bicicleta a personas que no sabían o tenían escaso dominio de la misma. Para las personas adultas se proporcionarán bicicletas y los niños pequeños podrá traer las suyas.,384,"This is an event called 'Learning to pedal', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'As in previous editions we will have space so that the older ones learn to ride a bicycle.With the aim of spreading the use of the bicycle among the getxotarras, learning classes aimed at teaching people who did not know or had little domain of it will be organized.For adults, bicycles will be provided and young children can bring their own.'"
385,"Getxo, Spain",taller primeros auxilios,"Cruz Roja Getxo impartirá este curso en la plaza de la Estación de las Arenas. En este curso dinámico de Primeros Auxilios en Accidentes de Tráfico se conocerán conceptos básicos y habilidades para brindar asistencia inmediata y adecuada en situaciones de emergencia en accidentes de tráfico.
Los participantes adquieren conocimientos sobre la evaluación inicial de la escena del accidente y la seguridad personal. Se instruyen en técnicas de evaluación de las lesiones y el estado de las víctimas involucradas en el accidente, incluyendo la identificación y manejo de lesiones potencialmente graves, como fracturas, lesiones en la cabeza o columna vertebral, hemorragias y lesiones respiratoria",385,"This is an event called 'First aid workshop', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Getxo Red Cross will give this course in the Plaza de la Arenas Station.In this dynamic first aid course in traffic accidents, basic concepts and skills to provide immediate and adequate assistance in emergency situations in traffic accidents will be known.
Participants acquire knowledge about the initial evaluation of the accident scene and personal security.They are instructed in injuries and the state of the victims involved in the accident, including the identification and management of potentially serious injuries, such as fractures, head injuries or spine, hemorrhages and respiratory lesions'"
386,"Getxo, Spain",Runnig,"Un comercio local organiza una quedada para correr una tarde ,aparte de correr  se dara una charla sobre el mejor equipaje para hacerlo asi como consejos de como empezar a habituarse a esta actividad",386,"This is an event called 'Runnig', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A local trade organizes a remaining one afternoon, apart from running, a talk about the best luggage will be given to do so as well as advice on how to get used to this activity'"
387,"Getxo, Spain",exposicion y prueba de bicis electricas,"La empresa Decathlon pondrá a disposicón de los ciudadanos diferentes modelos de bicicletas eléctricas eléctricos para que la gente pueda probarlos. Se dará información sobre sus beneficios y consejos para su funcionamiento, mantenimiento y utilización",387,"This is an event called 'Electric Bike Exhibition and Test', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The Decathlon company will disposition of citizens different models of electric electric bicycles so that people can try them.Information about its benefits and advice for its operation, maintenance and use will be given'"
388,"Getxo, Spain",Pilates,"Un comercio local organiza una quedada para realizar un taller de pilates ,aparte  se ofrecera   se dara una charla  con  consejos de como empezar a habituarse a esta actividad",388,"This is an event called 'Pilates', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A local trade organizes a remaining to carry out a Pilates workshop, apart will be given a talk with advice on how to start accustoming this activity'"
389,"Getxo, Spain",ruta en bici  acuatica,"Una forma divertida de desplazarse por el mar de una manera sostenible.
Estas rutas guiadas en bicicletas acuáticas, están pensada para las personas que disfrutan en la mar y quieren pasar un rato divertido, mientras realizan un poco de ejercicio al aire libre",389,"This is an event called 'Aquatic bike route', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A fun way to move through the sea in a sustainable way.
These guided routes on aquatic bicycles are designed for people who enjoy the sea and want to spend a fun time, while performing a little outdoor exercise'"
390,"Getxo, Spain",DIA sin COCHE,"Como en ediciones anteriores celebraremos el día sin coche.
Contaremos con diferentes actividades: Camas elásticas, juegos, juegos de madera, crcuitos y talleres infantiles, exhibiciones con diferentes clubs de Getxo, etc... DYA, CRUZROJA.",390,"This is an event called 'Day without car', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'As in previous editions we will celebrate the day without a car.
We will have different activities: elastic beds, games, wooden games, crcos and children's workshops, exhibitions with different Getxo clubs, etc ... Dya, Cruzroja.'"
391,"Gijón, Spain",Paseos en bicicletas adaptdas para personas con movilidad reducida,"En colaboración con COCEMFE y Fundación Siloé.
Hora: 17:00 h.
Inicio: CAI COCEMFE (día 18) y Casa de Acogida de Mareo, Fundación Siloé (día 22).
Coordina: La Biciclante.
Colabora: Patronato Deportivo Municipal",391,"This is an event called 'Bicycles adapted for people with reduced mobility', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'In collaboration with Cocemfe and Siloé Foundation.
Time: 5:00 p.m.
Home: Cai Cocemfe (Day 18) and Host Hooking House, Siloé Foundation (Day 22).
Coordinates: The bicycle.
Collaborate: Municipal Sports Board'"
392,"Gijón, Spain",Talleres de revisión de bicicletas (ITBicis),"Día 20, de 16:00 a 19:00 h. Explanada junto a la piscina de El Llano (Avda. del Llano, 69).
Día 22, de 10:00 a 14:00 h. Explanada de la EMA, zona del Arbeyal (Avda. Príncipe de Asturias, 70).
Coordina: La Biciclante.",392,"This is an event called 'Bicycle review workshops (ITBICIS)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Day 20, from 4:00 p.m. to 7:00 p.m.Esplanade next to the pool of El Llano (Avda. Del Llano, 69).
Day 22, from 10:00 a.m. to 2:00 p.m.EMA esplanade, Arbeyal Zone (Avda. Prince of Asturias, 70).
Coordinates: The bicycle.'"
393,"Gijón, Spain",Biciescuela Adulta. Nivel 1: Cursos para aprender a montar en bicicleta,"Dirigido a personas mayores de 16 años que nunca han montado en bicicleta o que hace muchos años que no lo practican.
Horario: de 10:30 a 12:30 h. y de 16:30 a 19:30 h. (dos cursos)
Lugar: Exterior Palacio de los Deportes de la Guía (Paseo del Doctor Fleming, 21).",393,"This is an event called 'Adult bicies.Level 1: Courses to learn to ride a bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Aimed at people over 16 who have never ridden by a bicycle or who have not practiced it for many years.
Hours: from 10:30 a.m. to 12:30 p.m.and from 4:30 p.m. to 7:30 p.m.(two courses)
Place: Exterior Palace of Sports of the Guide (Paseo del Doctor Fleming, 21).'"
394,"Gijón, Spain","Rutas del Programa ""Caleyando pela vida""","Martes 17: El Rinconín
9,3 Km – Dificultad baja
Horario: de 10:00 a 13:00 h. 
Inicio y final: Parque Isabel La Católica

Día 21: Universidad Laboral (Familiar)
8,4 Km – Dificultad baja
Horario: de 10:30 a 13:30 h. 
Inicio y final: Universidad Laboral
Organizan: Fundación Municipal de Servicios Sociales y Patronato Deportivo Municipal",394,"This is an event called 'Routes of the program ""Caleyando Pela Vida""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Tuesday 17: El Rinconín
9.3 km - low difficulty
Hours: from 10:00 a.m. to 1:00 p.m. 
Start and end: Isabel La Católica Park

Day 21: Labor University (Family)
8.4 km - low difficulty
Hours: from 10:30 a.m. to 1:30 p.m. 
Start and end: Labor University
Organize: Municipal Foundation of Social Services and Municipal Sports Board'"
395,"Gijón, Spain",Actividades de educación ambiental organizadas por EMTUSA,"A lo largo de la Semana, enmarcadas en los objetivos de la SEM, en horario 9:30 h. a 12:30 h, dirigidas a alumnado de 5º y 6º de Educación Primaria de Centros Educativos de Gijón.",395,"This is an event called 'Environmental Education Activities Organized by Emtusa', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Throughout the week, framed in the objectives of the SEM, at 9:30 a.m.at 12:30 p.m., aimed at students of 5th and 6th of Primary Education of Educational Centers of Gijón.'"
396,"Ginestar, Spain",Bicicletada,"Bicicletada popular, diumenge dia 22 de setembre, sortida a les  9.30 hores des de la Plaça del Pou",396,"This is an event called 'Bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Popular bicycle, Sunday, September 22, departure at 9.30 am from Plaça del Pou'"
397,"Girona, Spain",Quin soroll fem?,"Activitat de participació ciutadana on la ciutadania mesura el soroll ambiental amb equips de mesurament (sonòmetres) i fa propostes de millora sobre el mapa de la ciutat. 

Lloc: Plaça de Catalunya
Adreçat a: tot el públic en general i de qualsevol edat. 
Organitza: Direcció General de Canvi Climàtic i Qualitat Ambiental",397,"This is an event called 'What noise do we make?', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Citizen participation activity where citizens measure environmental noise with measurement teams (sonometers) and make proposals for improvement on the city map.

Place: Plaza de Catalunya
Aimed at: All the general public and of any age. 
Organized by: Directorate -General for Climate Change and Environmental Quality'"
398,"Girona, Spain","CELEBREM, ELS “15 ANYS DE LA GIROCLETA”","Per celebrar el quinzè aniversari de la posada en marxa de la Girocleta, s’estrenarà un nou logotip del servei i es recollirà el testimoni de diversos usuaris i usuàries en un vídeo commemoratiu",398,"This is an event called 'Let's celebrate, the ""15 years of the Girocleta""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'To celebrate the fifteenth anniversary of the launch of the Girocleta, a new service logo will be premiered and the testimony of several users will be collected in a commemorative video'"
399,"Girona, Spain",CAMPANYA “GIRONA A 30”,Campanya per informar i sensibilitat a les persones usuàries de la via pública dels límits de velocitat de circulació a 30 km/h i les zones de prioritat per a vianants senyalitzades “Zona a 30” per garantir una millor convivència i millorar la seguretat viària.,399,"This is an event called '""Girona at 30"" campaign', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Campaign to inform and sensitivity to the users of the public road of the speed of traffic at 30 km/h and the priority areas of pedestrian signposted ""zone A 30"" to ensure a better coexistence and improve road safety.'"
400,"Godella, Spain",Ruta en bicicleta,Se realizará una ruta por el municipio que incluirá la zona de la huerta perteneciente al mismo.,400,"This is an event called 'Route by bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A route will be made through the municipality that will include the area of ​​the garden belonging to it.'"
401,"Godella, Spain",Circuito educación vial,Jornada de Educación Vial con monitores.,401,"This is an event called 'Road Education Circuit', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Road education day with monitors.'"
402,"Godella, Spain",Paseo por la huerta,Se realizará un paseo por la huerta con la colaboración de la asociación contra el cáncer.,402,"This is an event called 'Walk through the garden', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A walk will be held through the garden with the collaboration of the Association against Cancer.'"
403,"Godella, Spain",Autobús gratuito,Durante la semana de la movilidad el autobús municipal será gratuito.,403,"This is an event called 'Free bus', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'During the Mobility Week the municipal bus will be free.'"
404,"Golmés, Spain",Golmés,"Excursión a pie por diferentes puntos del municipio, acompañados por mascotas.",404,"This is an event called 'Glume', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Foot excursion through different parts of the municipality, accompanied by pets.'"
405,"Granada, Spain",INFORMATION DAY. COLLECTIVE PUBLIC TRANSPORTATION MODEL FOR THE GRANADA AREA,"This Conference aims to describe the collective public transport systems in the Granada area, from a metropolitan perspective, as well as the possibilities and actions that are being developed, from the point of view of planning and coordination, to make them more attractive. , allowing it to increase its modal share quotas with respect to the private vehicle and, consequently, obtain a more rational and adequate occupation of public space by the transport system in this urban area.",405,"This is an event called 'INFORMATION DAY. COLLECTIVE PUBLIC TRANSPORTATION MODEL FOR THE GRANADA AREA', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'This Conference aims to describe the collective public transport systems in the Granada area, from a metropolitan perspective, as well as the possibilities and actions that are being developed, from the point of view of planning and coordination, to make them more attractive. , allowing it to increase its modal share quotas with respect to the private vehicle and, consequently, obtain a more rational and adequate occupation of public space by the transport system in this urban area.'"
406,"Granada, Spain",URBAN HIKING ROUTE,7 km walking itinerary covering different points of interest from an environmental point of view in the city,406,"This is an event called 'URBAN HIKING ROUTE', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '7 km walking itinerary covering different points of interest from an environmental point of view in the city'"
407,"Granada, Spain","Exhibition ""Evolution of public transport""",Exhibition in a central city square featuring buses from the early 20th century to the most recent autonomous vehicles.,407,"This is an event called 'Exhibition ""Evolution of public transport""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Exhibition in a central city square featuring buses from the early 20th century to the most recent autonomous vehicles.'"
408,"Granada, Spain",Guided walking tour led by university professors.,Route to analyze the influence of public space on the perception of insecurity and the preference for walking from a gender perspective.,408,"This is an event called 'Guided walking tour led by university professors.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Route to analyze the influence of public space on the perception of insecurity and the preference for walking from a gender perspective.'"
409,"Granada, Spain",Exhibition of 100% electric vehicles.,No description available,409,"This is an event called 'Exhibition of 100% electric vehicles.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
410,"Granada, Spain",Inline skating route.,No description available,410,"This is an event called 'Inline skating route.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
411,"Granada, Spain","Presentation of the ""Urban Renaturalization"" project",A project that has chosen an area in each of the 8 existing districts to carry out renaturalization/revegetation actions with the aim of eliminating heat islands and working towards resilience against climate change. with the participation of local residents,411,"This is an event called 'Presentation of the ""Urban Renaturalization"" project', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A project that has chosen an area in each of the 8 existing districts to carry out renaturalization/revegetation actions with the aim of eliminating heat islands and working towards resilience against climate change. with the participation of local residents'"
412,"Granada, Spain",Free urban bus service and transfers from metropolitan transport.,No description available,412,"This is an event called 'Free urban bus service and transfers from metropolitan transport.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
413,"Granada, Spain",Bike route between educational centers.,"City route that visits several educational centers, picking up students from each of them and ending at the City Hall.",413,"This is an event called 'Bike route between educational centers.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'City route that visits several educational centers, picking up students from each of them and ending at the City Hall.'"
414,"Granada, Spain",URBAN HIKING ROUTE,Guided tour covering various points of the city with a 5 km route.,414,"This is an event called 'URBAN HIKING ROUTE', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Guided tour covering various points of the city with a 5 km route.'"
415,"Granada, Spain",Blind spot awareness campaign.,"Campaign to raise awareness about the risks associated with blind spots around vehicles and the importance of signaling maneuvers, as well as to educate the public about the vulnerability of being in these blind spots.",415,"This is an event called 'Blind spot awareness campaign.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Campaign to raise awareness about the risks associated with blind spots around vehicles and the importance of signaling maneuvers, as well as to educate the public about the vulnerability of being in these blind spots.'"
416,"Granada, Spain",Nighttime bike ride.,No description available,416,"This is an event called 'Nighttime bike ride.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
417,"Granada, Spain",Mathematical route through Granada.,"Walking tour with a university professor, covering the city's main locations, including squares, streets, and notable buildings. The tour will analyze their configuration from a mathematical perspective, linking our public spaces to the field of mathematics.",417,"This is an event called 'Mathematical route through Granada.', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walking tour with a university professor, covering the city's main locations, including squares, streets, and notable buildings. The tour will analyze their configuration from a mathematical perspective, linking our public spaces to the field of mathematics.'"
418,"Granada, Spain","""Your Street, Your Space""",Activity with residents of the central district to enjoy a special evening.,418,"This is an event called '""Your Street, Your Space""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activity with residents of the central district to enjoy a special evening.'"
419,"Granada, Spain","Photography contest ""Urban Mobility - Shared Space""",No description available,419,"This is an event called 'Photography contest ""Urban Mobility - Shared Space""', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
420,"Granada, Spain",Social media trivia contest,No description available,420,"This is an event called 'Social media trivia contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
421,"Granada, Spain","Presentation of the ""Eco-School Mobility: Best Practices Award"" contest",No description available,421,"This is an event called 'Presentation of the ""Eco-School Mobility: Best Practices Award"" contest', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"
422,"Granyena de les Garrigues, Spain",Caminada_pedalada 2024,"Caminada pedalada: durant la ruta, hi haurà una  explicació a cada parada de les curiositats i dades historiques dels diferents monuments que ens trobarem a la ruta marcada.",422,"This is an event called 'Hike_pedalada 2024', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'PEDALADA Walk: During the route, there will be an explanation at each stop of the curiosities and historical data of the different monuments that we will find on the marked route.'"
423,"Guardiola de Berguedà, Spain",activitats sobre rodes a l'escola,"Activitats sobre rodes a l'escola, dins horari lectiu i en entrades i sortides",423,"This is an event called 'Activities on wheels at school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activities on wheels at school, within school hours and in entrances and outings'"
424,"Guardiola de Berguedà, Spain",caminada sostenible,caminada saludable sostenible pels voltants del municipi,424,"This is an event called 'sustainable hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'sustainable healthy hike around the municipality'"
425,"Guissona, Spain",JORNADA DE LA MOBILITAT SOSTENIBLE,"Una proposta de divendres tarda amb tancament d'una plaça a la circulació de vehicles i activitats al carrer (bicicletada, sopar de carmanyola, DJ, espai de joc, ...)",425,"This is an event called 'Sustainable Mobility Day', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'A proposal on Friday afternoon with closing a square in the circulation of vehicles and street activities (bicycle, lunch dinner, DJ, play space, ...)'"
426,"Gurb, Spain",Fira de la sostenibilitat,Fira  de caire lúdic i per un públic familiar per promoure la sostenibilitat en tots els aspectes inclosa la mobilitat.,426,"This is an event called 'Sustainability Fair', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Fair Fair and a family audience to promote sustainability in all aspects including mobility.'"
427,"Gurb, Spain",Pedalada popular,Pedalada popular per totes les edats  per conèixer tots els carrils bici del municipi.,427,"This is an event called 'Popular pedalada', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Popular pedaling for all ages to discover all the bike lanes of the municipality.'"
428,"Gurb, Spain",Aventura't,"Activitat per tota la familia per fomentar la mobilitat sostenible per mitjà d'un joc de pistes,
amb la col·laboració de l'AMTU.",428,"This is an event called 'Aventura't', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activity for the whole family to foster sustainable mobility through a game of clues,
With the collaboration of the AMTU.'"
429,"Herrera del Duque, Spain",AL COLEGIO ANDANDO,ANDANDO DESDE DISTINTOS PNTOS,429,"This is an event called 'To school walking', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walking from different points'"
430,"Herrera del Duque, Spain",EN BICICLETA AL COLEGIO,AN COLEGIO EN BICICLETA,430,"This is an event called 'Bicycle to school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'An school by bicycle'"
431,"Hondarribia, Spain",Women on bicycles: the streets and roads are ours too!,"18.30 Talaia Biteri eskola

www.hondarribia.eus/mugikortasunarenastea",431,"This is an event called 'Women on bicycles: the streets and roads are ours too!', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '18.30 Veiti Biteri School

www.hondarribia.eus/MunicipalitySeart'"
432,"Hondarribia, Spain",BIZIBUS,"Activity to promote the use of bicycles to go to school

www.hondarribia.eus/mugikortasunarenastea",432,"This is an event called 'BIZIBUS', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activity to promote the use of bicycles to go to school

www.hondarribia.eus/mugikortasunarenastea'"
433,"Hondarribia, Spain",Bike ride-Marcha ciclista-Bizikleta Martxa,"10.30 Gernikako Arbola plaza

www.hondarribia.eus/mugikortasunarenastea",433,"This is an event called 'Bike ride-marcha cyclista-bike march', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '10.30 Gernika Tree Plaza

www.hondarribia.eus/MunicipalitySeart'"
434,"Hondarribia, Spain",Neighborhood party-Auzo festa,"11.30 Amutalde kalea- Mendelu

Activities and/or games for childrens such as balazbike circuit, ezy roller and mini motorcycle circuits for kids, inflatables, playmais workshop, face painting workshop, music, etc.

Realizaremos diferentes actividades/juegos infantiles: circuito de balanzbike, circuito de motos ezy roller y mini para txikis, hinchable, taller de playmais, taller de pintura facial, música, etc.

Umeentzako hainbat jarduera/jolas egingo ditugu: balanzbike zirkuitoa, txikientzako ezy roller eta mini motoen zirkuitoa, puzgarria, playmais tailerra, aurpegi margoketa tailerra, musika, etab.

www.hondarribia.eus/mugikortasunarenastea",434,"This is an event called 'Neighborhood party-Auzo festa', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '11.30 APUTALDE KALE- MANDLE

Activities and / Or Games for Childrens Such Balazbike Circuit, Ezy Roller and Mini Motorcycle Circuits for Kids, Inflacables, Playmais Workshop, Music, etc.

Actividades / Juegos infantiles: Circuito de balanzbike, Circuito de motorcyclist, hinchable, workshop, pintura facial paint, música, etc.

We will do various activities for children: Balanzbike circuit, small black roller and mini motorcycle circuit, playmais workshop, face coloring workshop, music, etc.

www.hondarribia.eus/MunicipalitySeart'"
435,"Hondarribia, Spain",Popular lunch-Comida popular-Bazkari herrikoia,"13.00 Amutalde kalea-Mendelu

www.hondarribia.eus/mugikortasunarenastea",435,"This is an event called 'Popular Lunch-Comida popular popular lunch', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '13.00 April Street-Mendelu

www.hondarribia.eus/MunicipalitySeart'"
436,"Hondarribia, Spain",Ttipi Ttapa healthy hike,"11.00 Itsas Etxea Auditoriuma

Come and walk with us while meeting people and building new social relationships.

¡Anímate a caminar en grupo mientras aprovechas para conocer gente y construir nuevas relaciones sociales! 

Kirola egin nahi duzu baina alferkeriak garaitzen zaitu? Animatu zaitez taldean ibiltzera jende berria ezagutu eta harreman sozial berriak eraikitzeko aprobetxatzen duzun bitartean!

www.hondarribia.eus/mugikortasunarenastea",436,"This is an event called 'Ttipi Ttapa Healthy Hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: '11.00 Marine House Auditorium

Come and Walk With Us While Meeting People and Building New Social Relationships.

Anímate A Caminar's Group Mountains Aprovechas Para Concreter Gente and Construir New Relaciones Sociales!

Do you want to do sports but laziness defeats you?Encourage yourself to walk in the group while you get to know new people and build new social relationships!

www.hondarribia.eus/MunicipalitySeart'"
437,"Horta de Sant Joan, Spain",Bicicletada popular,"A través de l'Associació de Mares i Pares dels Alumnes de l'Escola Montsagre d'Horta de Sant Joan està previst organitzar una bicicletada per a tothom.
Tindrà lloc a un tram de la Via Verda, inici a les 9h del matí, esmorzar i finalitza sobre les 12 h del migdia.",437,"This is an event called 'Popular bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Through the Association of Parents of the students of the Montsagre School of Horta de Sant Joan, it is planned to organize a bicycle for everyone.
It will take place on a section of the Greenway, start at 9am, breakfast and end at 12 noon.'"
438,"Ibiza (Eivissa)
, Spain",SEMANA EUROPEA DE LA MOVILIDAD EN IBIZA,"Se realizarán actividades referentes a la movilidad, talleres infantiles, cursos de seguridad vial.",438,"This is an event called 'European Mobility Week in Ibiza', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activities regarding mobility, children's workshops, road safety courses will be carried out.'"
439,"Icod de los Vinos, Spain","Presentación del ""Metrominuto"" Icod de los Vinos","El Metrominuto es un mapa que muestra las distancias y los tiempos de caminata entre los puntos clave de la ciudad, con el fin de fomentar hábitos saludables y sostenibles en el desplazamiento diario de los ciudadanos. Durante el evento, se ofrecerán demostraciones interactivas sobre cómo utilizar esta herramienta, así como la distribución de copias del mapa a los asistentes",439,"This is an event called 'Presentation of the ""Metominuto"" Icod de los Vinos', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The metominuto is a map that shows the distances and time of walking between the key points of the city, in order to promote healthy and sustainable habits in the daily displacement of citizens.During the event, interactive demonstrations will be offered on how to use this tool, as well as the distribution of copies from the map to the attendees'"
440,"Icod de los Vinos, Spain",Cicletada  en Familia,"un día lleno de diversión y ejercicio en familia.. Disfruta de un recorrido seguro y señalizado, avituallamiento saludable, y mucho más",440,"This is an event called 'Family cycleted', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'a day full of fun and family exercise .. Enjoy a safe and signposted tour, healthy supply, and much more'"
