ID,city,activity_name,activity_description,primary_result,primary_classification,primary_score,secondary_result,secondary_classification,secondary_score
980,"Vallcebre, Spain",activitats sobre rodes a l'escola,Activitats sobre rodes a l'escola dins horari lectiu i sortides i arribades,"{'sequence': ""This is an event called 'Activities on wheels at school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activities on wheels at school during school hours and outings and arrivals'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5219953656196594, 0.1518496721982956, 0.11335667222738266, 0.05593593046069145, 0.04419805854558945, 0.04364299401640892, 0.0418972373008728, 0.02712404727935791]}",Exhibition,0.5219953656196594,,,
981,"Vícar, Spain",Por un espacio vial seguro y sostenible,"Charlas sobre los vehículos de movilidad personal dirijido a los alumnos de 1 de Bachillerato y ciclo formativo de movilidad segura y sostenible. 
Bando del Alcalde en las inmediaciones de los centros educativos para fomentar los traslados a pie. 
Prohibición de circular un día en las inmediaciones del Ayuntamiento y centro de salud.","{'sequence': ""This is an event called 'For a safe and sustainable road space', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Talks about personal mobility vehicles addressed to students in Baccalaureate and training cycle of safe and sustainable mobility. \r\nBando of the mayor in the vicinity of the educational centers to promote transfers on foot. \r\nProhibition to circulate one day in the vicinity of the City Council and Health Center.'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.4641464054584503, 0.24367108941078186, 0.1141422688961029, 0.07497407495975494, 0.06271743029356003, 0.02825935371220112, 0.008368120528757572, 0.003721263026818633]}",Conference,0.4641464054584503,"{'sequence': ""This is an event called 'For a safe and sustainable road space', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Talks about personal mobility vehicles addressed to students in Baccalaureate and training cycle of safe and sustainable mobility. \r\nBando of the mayor in the vicinity of the educational centers to promote transfers on foot. \r\nProhibition to circulate one day in the vicinity of the City Council and Health Center.'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.8410099148750305, 0.13726092875003815, 0.021729178726673126]}",Children/Schools,0.8410099148750305
982,"Vidreres, Spain",DUATLO INFANTIL,No description available,"{'sequence': ""This is an event called 'Children's Duatlo', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.2955532371997833, 0.27384617924690247, 0.09248468279838562, 0.08938049525022507, 0.07822921872138977, 0.074344702064991, 0.058170996606349945, 0.03799056261777878]}",Conference,0.2955532371997833,"{'sequence': ""This is an event called 'Children's Duatlo', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.729046642780304, 0.2176074981689453, 0.053345855325460434]}",Children/Schools,0.729046642780304
983,"Vigo, Spain",lineas gratuitas transporte,No description available,"{'sequence': ""This is an event called 'free transport lines', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3575962483882904, 0.22972328960895538, 0.17451980710029602, 0.09544603526592255, 0.04353591054677963, 0.03643478825688362, 0.03344856947660446, 0.029295364394783974]}",Exhibition,0.3575962483882904,,,
984,"Vila-rodona, Spain",Caminada a vilardida,"Per la Festa Major d'estiu , el dilluns dia 5 d'agost es fa una caminada nocturna a la pedania veina de Vilardida","{'sequence': ""This is an event called 'Walk to village', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'For the Summer Festival, on Monday, August 5, a night hike is made to the neighboring district of Vilardida'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.6283479928970337, 0.11822491884231567, 0.07904540747404099, 0.06699103862047195, 0.05825040861964226, 0.024407370015978813, 0.014007092453539371, 0.010725690983235836]}",Walking Tour,0.6283479928970337,,,
985,"Vila-rodona, Spain",Pedalada de conte,"Per la Festa Major d'estiu, el dimarts, dia 6 d'agost es farà una pedalada amb bicicleta.
Es tracta de un taller que organitza una cercavila amb parades i explicant contes.","{'sequence': ""This is an event called 'Conte pedal', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'For the Summer Festival, on Tuesday, August 6, a bicycle pedal will be held.\r\nThis is a workshop that organizes a parade with stops and telling stories.'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3716323673725128, 0.34600797295570374, 0.08995745331048965, 0.08406885713338852, 0.03375118225812912, 0.03285380080342293, 0.029395414516329765, 0.012332961894571781]}",Cycling Event,0.3716323673725128,,,
986,"Vila-sacra, Spain",CAMINADA PER LA SETMANA EUROPEA DE LA MOBILITAT,CAMINADA PEL CARRIL BICI I CAMINS DE VILA-SACRA,"{'sequence': ""This is an event called 'Walk for European Mobility Week', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walk through the bike lane and roads of Vila-sacra'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5234388113021851, 0.18966113030910492, 0.13712604343891144, 0.07048411667346954, 0.03086516261100769, 0.02405429631471634, 0.017234453931450844, 0.007135946303606033]}",Walking Tour,0.5234388113021851,,,
987,"Vilablareix, Spain",Sortida amb bicicletes alumnat escola Madrenc,No description available,"{'sequence': ""This is an event called 'Departure with bicycles Student School Madrenc', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3142186105251312, 0.22131626307964325, 0.16485193371772766, 0.12908747792243958, 0.0614270456135273, 0.05400388315320015, 0.027579503133893013, 0.027515212073922157]}",Exhibition,0.3142186105251312,,,
988,"Vilablareix, Spain",Caminada popular,No description available,"{'sequence': ""This is an event called 'Popular hike', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'No description available'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.3204716742038727, 0.2584686577320099, 0.17792034149169922, 0.10609840601682663, 0.04740492254495621, 0.04361703619360924, 0.02942534349858761, 0.016593674197793007]}",Walking Tour,0.3204716742038727,,,
989,"Vilada, Spain",activitats sobre rodes a l'escola,activitats sobre rodes a l'escola dins horari lectiu i en sortides i entrades,"{'sequence': ""This is an event called 'Activities on wheels at school', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Activities on wheels at school during school hours and on departures and entries'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.588252604007721, 0.10201587527990341, 0.0920313224196434, 0.0536939911544323, 0.05270308256149292, 0.04528437927365303, 0.04256398230791092, 0.02345477230846882]}",Exhibition,0.588252604007721,,,
990,"Viladecans, Spain",Pedalada popular,El diumenge 22 es farà una pedalada popular pels carrers de Viladecans amb final en un espai on es faran activitats relacionades amb la mobilitat sostenible i el sorteig d’una bicicleta i un patinet elèctric,"{'sequence': ""This is an event called 'Popular pedalada', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'On Sunday the 22nd there will be a popular pedal through the streets of Viladecans with an end in a space where activities related to sustainable mobility and the draw of a bicycle and an electric scooter will be held'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.5982255339622498, 0.25599539279937744, 0.06922558695077896, 0.042838115245103836, 0.018148504197597504, 0.007011516951024532, 0.005452459678053856, 0.003102953778579831]}",Cycling Event,0.5982255339622498,,,
991,"Viladecavalls, Spain",Activitat de marxa nòrdica,Sessió de marxa nòrdica gratuita dirigida a la ciutadania,"{'sequence': ""This is an event called 'Nordic walking activity', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'FREE NORDIC WORRECT SESSION Aimed at citizenship'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.'], 'scores': [0.5390602946281433, 0.1391627937555313, 0.13849541544914246, 0.069686159491539, 0.04232098162174225, 0.0313512422144413, 0.0243943203240633, 0.015528751537203789]}",Walking Tour,0.5390602946281433,,,
992,"Vilafranca del Penedès, Spain",Gimcana d'orientació per Sant Pau,https://mediambient.vilafranca.cat/agenda,"{'sequence': ""This is an event called 'Gimcana d'orientació per Sant Pau', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'https://mediambient.vilafranca.cat/agenda'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3331129550933838, 0.25843241810798645, 0.1518925279378891, 0.09889520704746246, 0.07764788717031479, 0.04133005440235138, 0.025226851925253868, 0.013462035916745663]}",Exhibition,0.3331129550933838,,,
993,"Vilafranca del Penedès, Spain",Pedalada Verda (Castellers de Vilafranca),https://www.castellersdevilafranca.cat/agenda/,"{'sequence': ""This is an event called 'Pedalada Verda (Castellers de Vilafranca)', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'https://www.castellersdevilafranca.cat/agenda/'"", 'labels': ['This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.2953583300113678, 0.21408934891223907, 0.17907097935676575, 0.10401598364114761, 0.07745523750782013, 0.06955135613679886, 0.05304940789937973, 0.007409344892948866]}",Cycling Event,0.2953583300113678,,,
994,"Vilajuiga, Spain",Vine a l'escola a peu o en bicicleta,"La voluntat de l'Ajuntament és animar les famílies a acostar-se al col·legi a peu o amb bicicleta, amb l'ànim de fomentar la cura del medi ambient.","{'sequence': ""This is an event called 'Come to school on foot or by bicycle', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'The City Council's intention is to encourage families to approach the school on foot or by bicycle, in the spirit of promoting the care of the environment.'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.37941765785217285, 0.14944931864738464, 0.12101814895868301, 0.11800787597894669, 0.10292064398527145, 0.07822979241609573, 0.033407021313905716, 0.017549583688378334]}",Exhibition,0.37941765785217285,,,
995,"Vilalba Sasserra, Spain",Semana de la movilidad,Actividad de caràcter familiar para promocionar el uso del transporte alternativo.,"{'sequence': ""This is an event called 'Mobility Week', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Family Caràcter Activity to promote the use of alternative transport.'"", 'labels': ['This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.2901219129562378, 0.2773008346557617, 0.1858285367488861, 0.08078635483980179, 0.07839638739824295, 0.0356769859790802, 0.03148028254508972, 0.020408717915415764]}",Conference,0.2901219129562378,"{'sequence': ""This is an event called 'Mobility Week', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Family Caràcter Activity to promote the use of alternative transport.'"", 'labels': ['This conference, workshop, or talk is designed for the general public to discuss mobility issues, raise awareness, and encourage sustainable practices.', 'This conference, workshop, or talk is specifically targeted at children or schools, focusing on education and promoting safe and sustainable mobility among younger audiences.', 'This conference, workshop, or talk is aimed at professionals or policymakers in the mobility sector, discussing regulations, innovations, or infrastructure planning for sustainable mobility.'], 'scores': [0.5772446990013123, 0.299230694770813, 0.12352464348077774]}",General Audience,0.5772446990013123
996,"Vilaller, Spain",MARCHA SOSTENIBLE POR VILALLER,CAMINATA SOSTENIBLE POR  VILALLER,"{'sequence': ""This is an event called 'Marha Sustainable by Vilaller', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Sustainable Caminata by Vilaller'"", 'labels': ['This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is a walking tour, guided tour, or organized walk', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.3137229382991791, 0.24955257773399353, 0.13299712538719177, 0.12061762809753418, 0.061886802315711975, 0.0567951463162899, 0.0509214922785759, 0.013506303541362286]}",Exhibition,0.3137229382991791,,,
997,"Vilallonga de Ter, Spain",Compartim l'Espai Públic - Caminada per l'Envelliment Actiu,"Caminada per l'Envelliment Actiu juntament amb els nens/es de l'Escola Pública la Daina del municipi de Vilallonga de Ter. 
Hora de sortida: 9:30h. Recorregut circular pel municipi. 
www.vilallongadeter.cat
Organitza Ajuntament de Vilallonga de Ter - Escola La Daina.","{'sequence': ""This is an event called 'We share public space - Walk for active aging', part of a broader effort during Mobility Week to promote sustainable mobility by local governments. Its complete description is: 'Walk for active aging along with the children of the La Daina public school in the municipality of Vilallonga de Ter. \r\nDeparture time: 9: 30h.Circular route through the municipality. \r\nwww.vilallongadeter.cat\r\nOrganized by Vilallonga de Ter City Council - La Daina School.'"", 'labels': ['This activity is a walking tour, guided tour, or organized walk', 'This activity is a conference, workshop, talk, or public presentation focused on mobility or related topics, aiming to raise awareness, educate, or discuss mobility practices.', 'This activity is an exhibition, fair, or display related to mobility, such as showcasing new public transport fleets, alternative vehicles, or urban planning solutions.', 'This activity is an inauguration or public presentation of new infrastructure, such as new bike lanes, pedestrian zones, or public spaces dedicated to sustainable mobility.', 'This activity is a Car-Free Day event that involves traffic closures or restrictions to promote the use of sustainable mobility options', 'This activity is a cycling march or bicycle route, part of a broader effort to promote sustainable mobility and an active lifestyle.', 'This activity is a road safety course, driving workshop or road safety conference. It aims to educate participants on traffic safety and improve their driving or cycling skills.', 'This activity is a Parking Day event where road area or parking spaces are transformed or occupied to promote revitalization of urban space.'], 'scores': [0.44217726588249207, 0.17635735869407654, 0.16731923818588257, 0.12226647138595581, 0.045609962195158005, 0.01753770373761654, 0.015321020036935806, 0.013410992920398712]}",Walking Tour,0.44217726588249207,,,
